data,utterance
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=object_distance,description=Distance of object, values = 1.5 | inform,name=object_name,description=Name of the object, values = bridge in a building{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""1.5""], ""slot"": ""object_distance"", ""values"": [""1.5""]}, {""act"": ""INFORM"", ""canonical_values"": [""bridge in a building""], ""slot"": ""object_name"", ""values"": [""bridge in a building""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of Physical Damage! There's a wall in the drone's path at a distance of 5m. There's also a bridge only 1.5m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = 0.0 | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=object_name,description=Name of the object, values = fence{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""pilot_experienced"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""fence""], ""slot"": ""object_name"", ""values"": [""fence""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a fence in the drone's flight path at a distance of Xm. There's also cargo in the drone's flight path at a distance of 6m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=altitude,description=Flying altitude, values = 5.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=object_name,description=Name of the object, values = dustbin{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""5.0""], ""slot"": ""altitude"", ""values"": [""5.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""dustbin""], ""slot"": ""object_name"", ""values"": [""dustbin""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has low battery. It's flying at an altitude of 5m.     Risk of physical damage! There's a dustbin only 2m away. There's also a table set in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=object_name,description=Name of the object, values = pavilion{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""pavilion""], ""slot"": ""object_name"", ""values"": [""pavilion""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 2m.     Risk of physical damage! There's a pavilion only 1m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = advisory | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 7 | inform,name=object_name,description=Name of the object, values = tree 3{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""advisory""], ""slot"": ""risk_of_physical_damage"", ""values"": [""advisory""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""7""], ""slot"": ""object_distance"", ""values"": [""7""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 3""], ""slot"": ""object_name"", ""values"": [""tree 3""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has low battery. It's flying at an altitude of 2m.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 7m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=altitude,description=Flying altitude, values = 7.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=object_name,description=Name of the object, values = cargo 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""7.0""], ""slot"": ""altitude"", ""values"": [""7.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""cargo 1""], ""slot"": ""object_name"", ""values"": [""cargo 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone's battery is low and its altitude is 7m.     Risk of physical damage! The drone is flying toward cargo in its path from a 5m distance. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=object_distance,description=Distance of object, values = 1.5 | inform,name=object_name,description=Name of the object, values = wall{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""1.5""], ""slot"": ""object_distance"", ""values"": [""1.5""]}, {""act"": ""INFORM"", ""canonical_values"": [""wall""], ""slot"": ""object_name"", ""values"": [""wall""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a wall only 1.5m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 1.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=object_name,description=Name of the object, values = tree 3{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""1.0""], ""slot"": ""altitude"", ""values"": [""1.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 3""], ""slot"": ""object_name"", ""values"": [""tree 3""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 1m.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 0.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has an empty battery. It's flying at an altitude of 2m.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=temperature,description=Flying temperature, values = 9.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=object_name,description=Name of the object, values = statue 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""9.0""], ""slot"": ""temperature"", ""values"": [""9.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""statue 1""], ""slot"": ""object_name"", ""values"": [""statue 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 2m in a low-temperature setting.     Risk of physical damage! There are 2 statures in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=lost_connection,description=Lost connection or not,examples =1.0,0.0, values = 1.0 | inform,name=distance_from_remote_control,description=Distance from remote control, values = 4882.0 | inform,name=battery_level,description=Battery level, values = 0.0 | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=altitude,description=Flying altitude, values = 3.0 | inform,name=battery_level,description=Battery level, values = 0.0 | inform,name=object_name,description=Name of the object, values = fence{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""1.0""], ""slot"": ""lost_connection"", ""values"": [""1.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""4882.0""], ""slot"": ""distance_from_remote_control"", ""values"": [""4882.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""3.0""], ""slot"": ""altitude"", ""values"": [""3.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""fence""], ""slot"": ""object_name"", ""values"": [""fence""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage and lost connection! The drone is flying backwards at an altitude of 3m. It's also 4882m away from the remote control.     Risk of physical damage! There's a fence in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_distance,description=Distance of object, values = 0.5 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = False | inform,name=object_distance,description=Distance of object, values = 0.5 | inform,name=altitude,description=Flying altitude, values = 1.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = False | inform,name=object_name,description=Name of the object, values = steel tower 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.5""], ""slot"": ""object_distance"", ""values"": [""0.5""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""pilot_experienced"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.5""], ""slot"": ""object_distance"", ""values"": [""0.5""]}, {""act"": ""INFORM"", ""canonical_values"": [""1.0""], ""slot"": ""altitude"", ""values"": [""1.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""normal_frame"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""steel tower 1""], ""slot"": ""object_name"", ""values"": [""steel tower 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 1m.     Risk of physical damage! There's a steel tower only .5m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 5.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 3{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""5.0""], ""slot"": ""altitude"", ""values"": [""5.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""3""], ""slot"": ""object_distance"", ""values"": [""3""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 5m.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 3m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 50.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=wind_speed,description=Wind speed, values = 15.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = 0.0 | inform,name=object_distance,description=Distance of object, values = 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""50.0""], ""slot"": ""altitude"", ""values"": [""50.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""15.0""], ""slot"": ""wind_speed"", ""values"": [""15.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""pilot_experienced"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 50m in strong wind.     Risk of physical damage! There's a building only 1m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 60.0 | inform,name=battery_level,description=Battery level, values = 10.0 | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = False | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=object_distance,description=Distance of object, values = 2 | inform,object_moving, values = true | inform,name=object_name,description=Name of the object, values = Bird2{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""60.0""], ""slot"": ""altitude"", ""values"": [""60.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""10.0""], ""slot"": ""battery_level"", ""values"": [""10.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""pilot_experienced"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_moving"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""Bird2""], ""slot"": ""object_name"", ""values"": [""Bird2""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has empty battery. It's flying at an altitude of 60m.     Risk of physical damage! There's a moving bird only 2m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=lost_connection,description=Lost connection or not,examples =1.0,0.0, values = 1.0 | inform,name=distance_from_remote_control,description=Distance from remote control, values = 4191.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=altitude,description=Flying altitude, values = 3.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 7 | inform,name=object_name,description=Name of the object, values = tree 3{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""1.0""], ""slot"": ""lost_connection"", ""values"": [""1.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""4191.0""], ""slot"": ""distance_from_remote_control"", ""values"": [""4191.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""3.0""], ""slot"": ""altitude"", ""values"": [""3.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""7""], ""slot"": ""object_distance"", ""values"": [""7""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 3""], ""slot"": ""object_name"", ""values"": [""tree 3""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage and Lost Connection! The drone has low battery. It's flying at an altitude of 3m. The drone is 4191m away from the remote control.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 7m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=indoor,description=Indoor or not,examples =1.0,0.0, values = 1.0 | inform,name=altitude,description=Flying altitude, values = 8.0 | inform,name=battery_level,description=Battery level, values = 10.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = fence{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""1.0""], ""slot"": ""indoor"", ""values"": [""1.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""8.0""], ""slot"": ""altitude"", ""values"": [""8.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""10.0""], ""slot"": ""battery_level"", ""values"": [""10.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""fence""], ""slot"": ""object_name"", ""values"": [""fence""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of Physical Damage! The drone has a damaged frame and empty battery. The drone is also flying indoors and at an altitude of 8m.     Risk of Physical Damage! There's a railing in the drone's flight path at a distance of 2m. 
